Date,Weather
2015-02-1,Cloudy
2015-02-2,Rain
2015-02-3,Cloudy
2015-02-4,Cloudy
2015-02-5,Cloudy
2015-02-6,Cloudy
2015-02-7,Cloudy
2015-02-8,Cloudy
2015-02-9,Cloudy
2015-02-10,Cloudy
2015-02-11,Sunny
2015-02-12,Cloudy
2015-02-13,Sunny
2015-02-14,Snow
2015-02-15,Snow
2015-02-16,Cloudy
2015-02-17,Snow
2015-02-18,Snow
2015-02-19,Cloudy
2015-02-20,Sunny
2015-02-21,Snow
2015-02-22,Rain
2015-02-23,Cloudy
2015-02-24,Cloudy
2015-02-25,Sunny
2015-02-26,Cloudy
2015-02-27,Sunny
2015-02-28,Sunny
